id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
12503,Tec-9 | 凤凰涂鸦 (久经沙场),久经沙场,消费级,7.78,9.27,82,28,+2.37,-29.27,57284
12504,MP5-SD | 氮化处理 (破损不堪),破损不堪,工业级,18.67,33.69,18,18,-0.43,-30.59,8281
12505,AUG | 搜索 (久经沙场),久经沙场,消费级,7.72,9.17,20,151,+26.77,+13.70,161633
12506,SSG 08 | 丛林虚线 (久经沙场),久经沙场,消费级,6.11,8.69,92,7,-4.08,-56.82,32333
12507,PP-野牛 | 夺命撼响 (久经沙场),久经沙场,消费级,5.32,9.91,236,48,-5.84,-40.16,63407
12508,MP5-SD | 氮化处理 (久经沙场),久经沙场,工业级,22.28,32.28,116,16,+36.69,-24.09,77501
12509,P250 | 暮色森林 (久经沙场),久经沙场,消费级,7.7,8.74,65,70,+32.99,+10.95,163307
12510,“狂牙大行动”武器箱,,普通级,46.7,74.3,1994,1154,+15.08,-1.05,
12511,AUG | 搜索 (战痕累累),战痕累累,消费级,7.46,7.62,22,26,+2.05,-58.56,26569
12562,M4A4 | 全球攻势 (久经沙场),久经沙场,军规级,110.0,155.53,33,6,+0.46,-4.74,12058
12563,AWP | 渐变之色 (崭新出厂),崭新出厂,隐秘,6998.0,11133.18,334,23,+13.97,-7.41,10221
12564,SSG 08 | 侦测 (战痕累累),战痕累累,军规级,120.0,166.06,13,1,,,994
12565,SCAR-20 | 大宪章 (久经沙场),久经沙场,军规级,116.5,162.05,36,1,+6.41,-2.51,6626
12566,加利尔 AR | 破坏者 (略有磨损),略有磨损,军规级,12.2,15.88,78,22,+11.62,-17.51,37703
12567,MP5-SD（StatTrak™） | 零点行动 (略有磨损),略有磨损,军规级,8.05,14.97,28,1,-1.47,-14.27,11613
12568,UMP-45 | 金铋辉煌 (战痕累累),战痕累累,受限,17.8,25.53,17,3,-1.11,-5.82,4326
12569,SSG 08 | 侦测 (略有磨损),略有磨损,军规级,135.0,189.57,19,11,+5.93,+13.96,7861
12570,AUG | 搜索 (破损不堪),破损不堪,消费级,6.73,9.15,26,63,+10.33,-0.30,12678
12571,P2000 | 绝命密电 (久经沙场),久经沙场,军规级,109.5,166.67,23,12,+1.39,+6.54,6876
12572,R8 左轮手枪 | 凤凰手迹 (略有磨损),略有磨损,工业级,44.0,72.71,118,11,-1.54,-10.02,15283
12573,P250 | 污染物 (战痕累累),战痕累累,军规级,4.82,7.21,35,9,+12.35,-4.74,13273
12574,双持贝瑞塔 | 暗网总机 (战痕累累),战痕累累,工业级,20.0,26.14,22,19,,+11.11,7943
12575,P2000 | 豹纹迷彩 (略有磨损),略有磨损,工业级,20.83,30.21,40,91,+23.99,-62.80,8077
12576,P90 | 古老星球 (破损不堪),破损不堪,消费级,5.56,8.18,130,14,-27.13,-85.49,6469
12577,CZ75 | 银质 (崭新出厂),崭新出厂,工业级,45.6,49.88,157,97,+39.07,-76.06,48280
12578,SG 553 | 废墟丛生 (久经沙场),久经沙场,消费级,6.83,8.46,128,5,-16.91,-56.39,32489
12579,MP7 | 绿野迷踪 (略有磨损),略有磨损,工业级,35.99,31.44,40,22,+111.83,-43.48,6759
12580,MP5-SD | 零点行动 (久经沙场),久经沙场,军规级,5.56,9.54,54,32,+1.27,+2.58,44861
12581,AUG | 璞玉 (略有磨损),略有磨损,军规级,98.0,105.48,31,11,+9.00,-48.11,3228
12582,MP7 | 金库悍匪 (略有磨损),略有磨损,工业级,42.0,58.19,51,4,+3.45,-24.60,13610
12583,UMP-45 | 犬牙 (略有磨损),略有磨损,工业级,42.0,68.16,79,5,+2.69,-13.93,11840
12584,双持贝瑞塔 | 街头抢匪 (略有磨损),略有磨损,消费级,11.9,13.49,85,111,+24.74,-30.33,28749
12585,印花 | Hello PP-野牛（金色）,,卓越,11.87,19.96,54,16,-6.46,-20.55,
12586,SSG 08 | 侦测 (久经沙场),久经沙场,军规级,133.8,161.83,17,5,+3.80,+13.97,7603
12587,P2000 | 绝命密电 (崭新出厂),崭新出厂,军规级,408.96,545.33,27,18,+8.33,-16.54,7355
12588,Tec-9 | 凤凰涂鸦 (崭新出厂),崭新出厂,消费级,162.97,229.19,43,16,+25.36,-34.13,14927
12589,R8 左轮手枪 | 凤凰手迹 (崭新出厂),崭新出厂,工业级,194.0,258.7,70,17,+10.86,-11.81,15356
12590,P2000 | 豹纹迷彩 (崭新出厂),崭新出厂,工业级,72.0,96.79,64,42,+22.28,-68.00,10989
12591,印花 | 追踪猎物,,高级,2.03,3.22,778,135,+1.00,-6.88,
12592,出逃的萨莉 | 专业人士,,卓越,539.5,750.31,552,87,+3.95,-8.09,
12593,CZ75 | 世仇 (破损不堪),破损不堪,军规级,3.16,5.56,81,2,-13.66,-11.98,27325
12594,生物防害专家 | 特警,,高级,98.0,136.87,248,92,+5.63,-1.29,
12595,SSG 08 | 侦测 (崭新出厂),崭新出厂,军规级,344.0,474.34,56,17,+10.97,-2.11,12126
12596,PP-野牛 | 夺命撼响 (略有磨损),略有磨损,消费级,21.8,29.26,94,52,+7.39,-21.86,36062
12597,印花 | 远古保卫者,,高级,0.84,1.46,557,291,+25.37,+16.67,
12598,指挥官 梅 “极寒” 贾米森 | 特警,,大师,205.0,281.76,370,124,+32.93,+16.67,
12599,AWP | 亡灵之主 (久经沙场),久经沙场,受限,37.53,53.4,340,123,+4.57,+4.83,138260
12600,CZ75 | 世仇 (略有磨损),略有磨损,军规级,12.18,15.36,65,25,+35.48,-5.51,26093
12601,CZ75（StatTrak™） | 世仇 (久经沙场),久经沙场,军规级,5.75,9.04,29,14,-0.86,+5.50,10057
12602,双持贝瑞塔 | 街头抢匪 (崭新出厂),崭新出厂,消费级,43.9,72.34,147,18,-12.06,-47.99,23002
12603,MP5-SD | 零点行动 (破损不堪),破损不堪,军规级,2.92,5.33,70,2,-5.20,-16.57,31727
12604,双持贝瑞塔 | 灾难 (战痕累累),战痕累累,受限,18.0,26.82,29,4,-1.85,-6.74,8481
12605,MP7 | 金库悍匪 (久经沙场),久经沙场,工业级,31.0,39.62,34,5,+8.47,-10.66,17640
12606,印花 | 服役徽章,,高级,0.61,1.18,265,241,-16.44,+35.56,
12607,印花 | 战痕累累,,高级,25.65,41.14,203,101,+6.88,+2.68,
12608,P250 | 孟加拉猛虎 (久经沙场),久经沙场,军规级,113.2,167.25,40,2,-9.94,-14.24,5386
12609,印花 | 远古巨兽（闪亮）,,奇异,16.99,24.56,264,181,-15.77,-24.59,
12610,印花 | 狂牙,,高级,8.95,11.78,290,65,+7.31,+6.93,
12611,印花 | 石鳞,,高级,1.3,2.02,557,555,,+8.33,
12662,M4A4 | 赛博 (久经沙场),久经沙场,保密,141.88,209.03,115,24,+5.10,-13.70,31858
12663,G3SG1（StatTrak™） | 血腥迷彩 (破损不堪),破损不堪,军规级,5.32,8.66,18,3,-0.38,+1.72,1366
12664,FN57 | 童话城堡 (久经沙场),久经沙场,保密,380.0,531.71,40,14,+52.00,+108.81,28988
12665,M4A4 | 赛博 (战痕累累),战痕累累,保密,129.19,184.95,39,12,-5.28,-19.00,7222
12666,UMP-45 | 金铋辉煌 (久经沙场),久经沙场,受限,22.0,34.0,44,17,+5.26,-10.20,30771
12667,加利尔 AR | 破坏者 (战痕累累),战痕累累,军规级,3.22,5.67,78,3,-3.59,-1.83,21811
12668,SSG 08 | 抖枪 (略有磨损),略有磨损,受限,96.0,122.83,47,29,+10.36,-12.43,29013
12669,残酷的达里尔爵士（迈阿密）| 专业人士,,大师,649.0,974.14,927,149,+4.84,-5.80,
12670,格洛克 18 型（StatTrak™） | 黑色魅影 (久经沙场),久经沙场,隐秘,323.0,456.86,47,8,+7.58,-5.00,5460
12671,P90 | 困兽之斗 (久经沙场),久经沙场,军规级,137.0,184.0,31,4,,-4.19,2303
12672,残酷的达里尔爵士（皇家）| 专业人士,,大师,329.0,463.8,615,79,+10.04,-1.79,
12673,SCAR-20 | 大宪章 (略有磨损),略有磨损,军规级,118.0,180.79,25,7,+3.51,-1.09,7124
12674,印花 | 石鳞（闪亮）,,奇异,39.69,56.0,307,160,-5.50,-14.99,
12675,P90 | 大怪兽 RUSH (战痕累累),战痕累累,军规级,4.86,6.67,30,2,-2.21,+22.42,9051
12676,SSG 08 | 抖枪 (战痕累累),战痕累累,受限,27.99,41.24,42,5,-2.95,+45.18,12385
12677,AWP | 亡灵之主 (破损不堪),破损不堪,受限,32.5,45.32,75,8,+12.96,+1.56,56402
12678,双持贝瑞塔（StatTrak™） | 灾难 (久经沙场),久经沙场,受限,32.7,47.06,40,9,+9.11,-14.22,9056
12679,P250（StatTrak™） | 污染物 (略有磨损),略有磨损,军规级,8.3,13.26,53,4,-5.36,-10.46,10961
12680,M4A1 消音型 | 印花集 (久经沙场),久经沙场,隐秘,1269.5,1938.0,1222,54,+2.80,-5.54,85498
12681,SSG 08 | 侦测 (破损不堪),破损不堪,军规级,197.7,196.43,14,1,-0.60,-0.90,460
12682,P90 | 古老星球 (略有磨损),略有磨损,消费级,4.59,10.12,132,3,-31.29,-72.47,16436
12683,Tec-9 | 凤凰涂鸦 (战痕累累),战痕累累,消费级,4.88,7.21,50,21,-4.31,-12.86,13412
12684,G3SG1（StatTrak™） | 血腥迷彩 (久经沙场),久经沙场,军规级,4.24,11.56,42,4,-5.57,-7.83,15986
12685,FN57 | 童话城堡 (破损不堪),破损不堪,保密,190.0,260.85,11,1,+5.56,+5.56,5798
12686,M4A4 | 全球攻势 (战痕累累),战痕累累,军规级,138.97,157.2,22,1,,-0.36,1604
12687,USP 消音版 | 小绿怪 (略有磨损),略有磨损,保密,244.0,350.92,191,29,+11.67,-7.66,31445
12688,USP 消音版 | 小绿怪 (久经沙场),久经沙场,保密,155.0,212.95,180,29,+6.53,-4.03,49620
12689,印花 | Hello P90（金色）,,卓越,15.87,22.08,101,6,+45.60,-16.47,
12690,UMP-45（StatTrak™） | 金铋辉煌 (久经沙场),久经沙场,受限,28.7,38.68,45,7,-7.39,+6.93,8155
12691,MP5-SD（StatTrak™） | 零点行动 (崭新出厂),崭新出厂,军规级,32.26,56.0,32,3,-0.52,-17.28,2611
12692,G3SG1 | 远古仪式 (久经沙场),久经沙场,工业级,14.5,23.95,58,42,+3.57,-67.98,12993
12693,MP7 | 绿野迷踪 (久经沙场),久经沙场,工业级,13.98,30.05,47,22,+8.62,-69.61,11777
12694,M4A1 消音型 | 印花集 (战痕累累),战痕累累,隐秘,1020.01,1433.33,57,31,-2.67,-12.82,12574
12695,沙漠之鹰 | 午夜凶匪 (略有磨损),略有磨损,军规级,288.0,366.02,60,14,+55.68,+44.38,13954
12696,格洛克 18 型 | 富兰克林 (崭新出厂),崭新出厂,受限,1588.88,2219.36,75,10,+26.10,-14.09,11872
12697,法玛斯 | 幕后主谋 (略有磨损),略有磨损,受限,585.0,1025.25,14,5,,-12.62,3178
12698,SCAR-20 | 大宪章 (战痕累累),战痕累累,军规级,120.0,181.77,13,1,,,766
12699,加利尔 AR | 废墟黄昏 (略有磨损),略有磨损,军规级,87.0,107.8,32,9,+13.28,-52.12,2856
12700,R8 左轮手枪 | 噩梦之夜 (略有磨损),略有磨损,消费级,9.2,11.09,43,17,+98.70,-55.32,13187
12701,P90 | 豹走 (略有磨损),略有磨损,保密,2448.0,3321.2,4,1,-0.02,-0.02,218
12702,P90（StatTrak™） | 大怪兽 RUSH (破损不堪),破损不堪,军规级,3.97,7.31,23,5,-15.53,+2.06,2738
12703,印花 | Hello AK-47,,高级,6.95,9.89,82,112,+20.04,-9.86,
12704,Tec-9 | 上古图腾 (久经沙场),久经沙场,军规级,42.5,47.49,43,3,+71.37,-56.50,2279
12705,MP5-SD（StatTrak™） | 零点行动 (久经沙场),久经沙场,军规级,4.77,9.2,33,1,+0.21,-26.39,17936
12706,双持贝瑞塔（StatTrak™） | 灾难 (战痕累累),战痕累累,受限,25.0,35.13,30,6,+4.17,-1.57,3115
12707,UMP-45 | 犯罪现场 (破损不堪),破损不堪,受限,720.0,1151.97,4,2,,,224
12708,USP 消音版（StatTrak™） | 小绿怪 (久经沙场),久经沙场,保密,195.0,298.36,75,11,-5.80,-15.51,10250
12709,P250（StatTrak™） | 污染物 (久经沙场),久经沙场,军规级,3.7,6.0,67,5,-38.33,-12.32,20718
12710,AWP | 亡灵之主 (战痕累累),战痕累累,受限,31.51,42.96,242,23,+5.74,-1.53,49452
12711,SG 553 | 废墟丛生 (崭新出厂),崭新出厂,消费级,53.6,72.71,86,80,-10.43,-18.79,15710
12712,SCAR-20 | 大宪章 (破损不堪),破损不堪,军规级,110.0,205.5,9,1,,,375
12713,法玛斯 | 黑水 (略有磨损),略有磨损,军规级,238.48,300.39,38,12,+31.76,-62.15,6192
12714,SSG 08 | 丛林虚线 (略有磨损),略有磨损,消费级,8.11,13.22,47,5,-1.94,-58.20,12890
12715,SG 553 | 废墟丛生 (破损不堪),破损不堪,消费级,19.99,14.09,19,5,+47.42,-42.89,3509
12716,USP 消音版 | 小绿怪 (崭新出厂),崭新出厂,保密,929.0,1326.87,103,18,+29.03,-0.31,19445
12717,军士长炸弹森 | 特警,,卓越,136.99,173.95,152,67,+25.11,+18.63,
12718,P250（StatTrak™） | 污染物 (战痕累累),战痕累累,军规级,4.72,6.29,15,13,-2.48,+2.17,6149
12719,P90（StatTrak™） | 大怪兽 RUSH (崭新出厂),崭新出厂,军规级,16.01,34.98,116,5,+7.45,-8.04,8437
12720,飞贼波兹曼 | 专业人士,,非凡,149.3,215.54,806,117,+8.20,-2.42,
12721,印花 | Hello SG 553,,高级,4.38,6.32,88,60,+12.89,-27.00,
12722,加利尔 AR | 废墟黄昏 (久经沙场),久经沙场,军规级,41.8,66.87,37,5,-29.03,-71.37,2573
12723,G3SG1 | 远古仪式 (战痕累累),战痕累累,工业级,12.79,15.91,46,177,-36.02,-76.66,1999
12724,FN57 | 童话城堡 (战痕累累),战痕累累,保密,178.98,255.22,14,2,-0.23,-3.25,4869
12725,P90 | 大怪兽 RUSH (破损不堪),破损不堪,军规级,4.66,8.82,28,15,-0.43,+24.93,5201
12726,加利尔 AR（StatTrak™） | 破坏者 (略有磨损),略有磨损,军规级,12.3,18.65,41,6,+20.94,-13.32,14838
12727,法玛斯 | 幕后主谋 (破损不堪),破损不堪,受限,0,1205.67,0,1,,,157
12728,MP7 | 绿野迷踪 (战痕累累),战痕累累,工业级,11.5,16.39,16,21,-63.61,-80.67,1477
12729,P2000 | 豹纹迷彩 (久经沙场),久经沙场,工业级,14.0,31.9,38,22,+6.87,-68.18,8759
12730,运动手套（★） | 弹弓 (略有磨损),略有磨损,非凡,6499.5,9247.33,269,37,+7.79,-5.80,6209
12731,“蓝莓” 铅弹 | 海军水面战中心海豹部队,,卓越,140.0,175.62,110,28,+17.27,+8.95,
12732,UMP-45 | 犬牙 (崭新出厂),崭新出厂,工业级,60.0,91.0,41,16,+11.61,-18.23,9699
12733,Tec-9 | 上古图腾 (崭新出厂),崭新出厂,军规级,160.0,229.13,23,15,+0.63,-45.49,2129
12734,G3SG1（StatTrak™） | 血腥迷彩 (崭新出厂),崭新出厂,军规级,19.0,34.19,29,1,-3.60,-4.95,1898
12735,法玛斯 | 幕后主谋 (崭新出厂),崭新出厂,受限,714.98,1125.45,19,6,+0.49,-34.48,3876
12736,“两次”麦考伊 | 战术空中管制部队装甲兵,,非凡,62.0,96.48,577,99,+10.71,-7.30,
12737,UMP-45 | 犬牙 (战痕累累),战痕累累,工业级,25.61,36.98,19,23,-1.50,-14.63,1882
12738,沙漠之鹰 | 午夜凶匪 (久经沙场),久经沙场,军规级,138.6,176.54,24,13,+7.14,+0.52,5275
12739,M4A4 | 赛博 (破损不堪),破损不堪,保密,133.2,184.25,30,4,-9.08,-6.75,9456
12740,双持贝瑞塔 | 灾难 (崭新出厂),崭新出厂,受限,164.98,218.0,47,13,+18.54,-21.02,6685
12741,印花 | Hello UMP-45,,高级,2.28,4.49,152,109,-10.94,-25.97,
12742,印花 | Hello M4A4,,高级,7.97,13.72,95,8,-6.46,-20.22,
12743,印花 | Hello MAC-10,,高级,2.21,3.99,84,10,-33.83,-36.13,
12744,印花 | Hello PP-野牛,,高级,2.41,4.16,159,258,+15.87,+6.17,
12745,CZ75（StatTrak™） | 世仇 (破损不堪),破损不堪,军规级,5.2,6.46,18,5,-3.35,+8.33,7405
12746,加利尔 AR | 凤凰冥灯 (略有磨损),略有磨损,受限,671.99,929.35,71,7,+8.39,-12.49,4117
12747,加利尔 AR | 凤凰冥灯 (久经沙场),久经沙场,受限,500.0,652.45,60,5,-6.37,-19.23,2662
12748,印花 | Hello 加利尔AR,,高级,6.49,12.57,91,20,-23.20,-35.10,
12749,印花 | Hello P90,,高级,13.83,20.09,43,26,+21.21,-2.74,
12750,P250 | 孟加拉猛虎 (战痕累累),战痕累累,军规级,135.81,173.95,8,1,+0.98,-4.76,837
12751,印花 | Hello XM1014,,高级,2.72,5.26,69,16,-7.48,-30.96,
12752,法玛斯 | 黑水 (久经沙场),久经沙场,军规级,49.6,79.76,35,12,-15.21,-50.40,2051
12753,印花 | Hello CZ75,,高级,3.66,6.9,110,107,-7.81,-8.27,
12754,双持贝瑞塔 | 街头抢匪 (战痕累累),战痕累累,消费级,4.31,7.27,68,14,-4.22,-21.64,10845
12755,P90 | 困兽之斗 (略有磨损),略有磨损,军规级,136.37,194.32,42,2,-7.21,-29.71,3558
12756,UMP-45 | 犯罪现场 (略有磨损),略有磨损,受限,625.0,1034.01,13,7,-11.79,-15.54,3015
12757,USP 消音版 | 锁定 (略有磨损),略有磨损,保密,1564.93,2442.15,19,3,-4.77,-5.16,1708
12758,G3SG1 | 远古仪式 (破损不堪),破损不堪,工业级,14.7,17.08,8,24,-63.06,-83.26,570
12759,SSG 08 | 丛林虚线 (战痕累累),战痕累累,消费级,6.0,8.57,26,13,-33.19,-49.96,7307
12760,SG 553 | 废墟丛生 (战痕累累),战痕累累,消费级,4.12,7.99,19,10,-56.08,-72.14,5852
12761,双持贝瑞塔（StatTrak™） | 灾难 (破损不堪),破损不堪,受限,25.42,37.57,23,4,-0.78,-4.15,3363
12812,R8 左轮手枪 | 凤凰手迹 (破损不堪),破损不堪,工业级,29.9,42.87,13,4,,-25.06,1146
12813,印花 | Hello MAC-10（金色）,,卓越,9.97,17.33,139,4,,-15.58,
12814,MP7 | 金库悍匪 (破损不堪),破损不堪,工业级,31.0,41.34,34,3,-6.26,+4.10,1113
12815,印花 | Hello M4A1消音型,,高级,3.1,5.57,69,145,+7.27,+4.38,
12816,M4A1 消音型 | 印花集 (略有磨损),略有磨损,隐秘,1830.0,2830.57,1023,46,+5.20,-6.87,42282
12817,格洛克 18 型 | 黑色魅影 (破损不堪),破损不堪,隐秘,233.8,361.5,33,8,+1.21,-2.38,20610
12818,USP 消音版（StatTrak™） | 小绿怪 (略有磨损),略有磨损,保密,384.44,627.12,63,8,-0.02,-14.19,5477
12819,格洛克 18 型 | 黑色魅影 (略有磨损),略有磨损,隐秘,388.5,547.08,246,64,+14.27,-4.98,32247
12820,小凯夫 | 专业人士,,卓越,290.0,395.27,178,84,+23.40,+4.32,
12821,UMP-45（StatTrak™） | 金铋辉煌 (崭新出厂),崭新出厂,受限,93.8,156.64,29,8,-6.19,-2.88,1978
12822,加利尔 AR（StatTrak™） | 破坏者 (久经沙场),久经沙场,军规级,5.49,9.34,54,12,-8.04,-7.73,24654
12823,FN57（StatTrak™） | 童话城堡 (久经沙场),久经沙场,保密,280.0,379.13,30,9,+12.00,+16.67,5632
12824,AWP（StatTrak™） | 亡灵之主 (略有磨损),略有磨损,受限,101.99,141.01,130,42,+9.80,+0.98,17747
12825,摩托手套（★） | 第三特种兵连 (久经沙场),久经沙场,非凡,304.99,443.39,187,57,-0.33,-6.87,19149
12826,MP5-SD（StatTrak™） | 零点行动 (战痕累累),战痕累累,军规级,3.7,5.18,30,12,-5.13,+3.35,9580
12827,AWP | 锦虎 (久经沙场),久经沙场,保密,1380.0,1978.06,30,7,+17.00,-8.91,1444
12828,Tec-9 | 上古图腾 (战痕累累),战痕累累,军规级,70.0,113.85,6,1,-23.84,-36.36,279
12829,SG 553 | 蛊惑之色 (崭新出厂),崭新出厂,受限,588.0,858.59,65,17,+29.23,-7.76,8043
12830,M4A4（StatTrak™） | 赛博 (战痕累累),战痕累累,保密,229.99,308.28,18,1,-4.17,+15.06,1753
12831,MAC-10 | 金砖 (略有磨损),略有磨损,受限,500.0,583.58,8,6,+19.05,-9.91,1179
12832,M4A4 | 赛博 (崭新出厂),崭新出厂,保密,1549.5,2248.8,71,11,+21.65,-12.69,11093
12833,P250 | 孟加拉猛虎 (略有磨损),略有磨损,军规级,147.86,238.76,60,7,+7.29,-28.22,6114
12834,AK-47 | X 射线 (战痕累累),战痕累累,隐秘,2950.0,4307.33,13,5,-1.45,-1.58,498
12835,AK-47 | 美洲豹 (崭新出厂),崭新出厂,保密,5000.0,7895.37,33,11,+37.02,-24.57,2083
12836,UMP-45（StatTrak™） | 金铋辉煌 (略有磨损),略有磨损,受限,49.0,77.71,32,6,,+0.04,3396
12837,SSG 08 | 抖枪 (崭新出厂),崭新出厂,受限,169.2,218.12,80,12,+21.29,-9.51,13557
12838,SSG 08（StatTrak™） | 抖枪 (战痕累累),战痕累累,受限,27.34,39.29,25,7,+6.96,+0.55,6261
12839,AK-47 | 美洲豹 (略有磨损),略有磨损,保密,1936.0,3378.89,26,5,-3.03,-20.61,948
12840,SSG 08（StatTrak™） | 抖枪 (久经沙场),久经沙场,受限,26.4,46.98,33,6,-2.73,-16.19,15872
12841,印花 | Hello SG 553（金色）,,卓越,8.62,19.84,31,8,-2.16,-46.09,
12842,加利尔 AR | 破坏者 (崭新出厂),崭新出厂,军规级,183.5,250.99,49,5,+15.51,-34.34,10079
12843,AWP（StatTrak™） | 亡灵之主 (崭新出厂),崭新出厂,受限,265.88,355.73,87,9,+6.78,+3.06,4549
12844,M4A4（StatTrak™） | 赛博 (崭新出厂),崭新出厂,保密,915.0,1501.63,45,5,+0.55,-1.48,1630
12845,USP 消音版 | 远古幻想 (略有磨损),略有磨损,受限,309.49,352.96,16,5,-18.34,-46.64,698
12846,街头士兵 | 凤凰战士,,高级,236.0,318.11,267,74,+21.52,+26.20,
12847,约翰 “范·海伦” 卡斯克 | 特警,,卓越,108.0,134.41,205,31,+8.45,+5.47,
12848,USP 消音版 | 小绿怪 (破损不堪),破损不堪,保密,159.0,211.53,18,8,-0.43,-9.35,2789
12849,格洛克 18 型 | 黑色魅影 (战痕累累),战痕累累,隐秘,239.99,327.46,33,22,-0.44,-6.43,14350
12850,P250（StatTrak™） | 污染物 (破损不堪),破损不堪,军规级,8.98,17.36,33,4,+1.13,+14.39,2455
12851,FN57 | 童话城堡 (崭新出厂),崭新出厂,保密,3187.49,4267.89,47,6,+14.78,-8.82,5649
12852,印花 | Hello M4A1消音型（金色）,,卓越,17.89,33.0,77,48,+11.81,-18.68,
12853,专业手套（★） | 老虎精英 (久经沙场),久经沙场,非凡,1219.5,1738.75,855,71,+3.79,-7.23,20699
12854,狂牙手套（★） | 精神错乱 (久经沙场),久经沙场,非凡,410.0,641.2,127,25,+0.86,-7.87,18894
12855,加利尔 AR | 凤凰冥灯 (崭新出厂),崭新出厂,受限,1860.0,2687.17,141,17,+23.22,-9.71,9607
12856,加利尔 AR（StatTrak™） | 破坏者 (战痕累累),战痕累累,军规级,4.75,5.82,23,8,-14.41,+22.11,12346
12857,USP 消音版 | 远古幻想 (久经沙场),久经沙场,受限,254.67,292.57,18,4,-15.11,-43.28,624
12858,P250 | 暮色森林 (崭新出厂),崭新出厂,消费级,136.0,157.21,20,6,+94.31,+17.68,4091
12859,MAC-10 | 金砖 (崭新出厂),崭新出厂,受限,1084.5,1289.32,19,5,+11.23,-21.36,3638
12860,M4A1 消音型（StatTrak™） | 印花集 (略有磨损),略有磨损,隐秘,3700.0,6089.73,164,16,+11.78,-6.22,4057
12861,P250 | 孟加拉猛虎 (破损不堪),破损不堪,军规级,120.0,212.87,20,1,-11.77,-19.46,534
12912,M4A4（StatTrak™） | 赛博 (破损不堪),破损不堪,保密,340.7,304.31,8,2,+36.52,-1.19,2213
12913,格洛克 18 型 | 富兰克林 (破损不堪),破损不堪,受限,1000.0,1023.11,1,1,,,106
12914,AWP | 锦虎 (略有磨损),略有磨损,保密,2450.0,4620.27,40,6,-5.77,-11.23,1924
12915,沙漠之鹰 | 午夜凶匪 (破损不堪),破损不堪,军规级,186.49,227.01,6,1,,-0.27,338
12916,运动手套（★） | 大型猎物 (久经沙场),久经沙场,非凡,994.5,1411.83,655,53,+3.65,-9.38,20435
12917,专业手套（★） | 渐变大理石 (久经沙场),久经沙场,非凡,980.0,1477.91,386,68,-0.50,-6.49,20200
12918,驾驶手套（★） | 美洲豹女王 (久经沙场),久经沙场,非凡,368.0,549.05,219,46,-2.64,-12.15,19673
12919,AWP | 锦虎 (崭新出厂),崭新出厂,保密,6000.0,10274.25,65,9,+33.33,-10.35,6269
12920,格洛克 18 型（StatTrak™） | 黑色魅影 (破损不堪),破损不堪,隐秘,307.9,406.34,8,3,+0.02,-0.03,2235
12921,AK-47 | 美洲豹 (破损不堪),破损不堪,保密,1350.0,1925.24,8,4,-4.18,-5.04,465
12922,法玛斯 | 幕后主谋 (战痕累累),战痕累累,受限,799.0,924.64,1,1,,,146
12923,运动手套（★） | 夜行衣 (战痕累累),战痕累累,非凡,2709.91,4196.29,56,16,-1.36,-10.56,4408
12924,驾驶手套（★） | 美洲豹女王 (破损不堪),破损不堪,非凡,379.47,564.25,17,3,-7.45,-13.95,2667
12925,驾驶手套（★） | 美洲豹女王 (略有磨损),略有磨损,非凡,868.0,1155.09,93,14,+2.24,-10.52,5682
12926,MAC-10 | 狂蟒之灾 (崭新出厂),崭新出厂,保密,2758.5,5611.28,20,6,+0.31,-4.50,1136
12927,狂牙手套（★） | 针尖 (破损不堪),破损不堪,非凡,359.99,503.32,12,4,,-6.49,2486
12928,加利尔 AR | 废墟黄昏 (战痕累累),战痕累累,军规级,182.56,158.05,5,4,-15.09,-20.11,296
12929,P90 | 困兽之斗 (战痕累累),战痕累累,军规级,133.0,387.69,3,1,,-2.21,151
12930,M4A1 消音型 | 澜磷 (略有磨损),略有磨损,保密,5306.31,10597.68,9,3,-10.06,-10.06,456
12931,FN57（StatTrak™） | 童话城堡 (崭新出厂),崭新出厂,保密,1430.0,2889.35,16,5,-0.90,-12.54,818
12932,AUG | 璞玉 (久经沙场),久经沙场,军规级,280.0,152.97,9,5,-16.00,-20.00,493
12933,摩托手套（★） | 终点线 (略有磨损),略有磨损,非凡,1599.0,2236.93,101,17,+27.92,-6.49,5891
12934,狂牙手套（★） | 翡翠 (破损不堪),破损不堪,非凡,659.6,857.48,13,8,-0.96,-2.79,2536
12935,AK-47 | 美洲豹 (久经沙场),久经沙场,保密,1509.0,1987.71,23,5,-4.76,-5.69,1020
12936,专业手套（★） | 渐变大理石 (战痕累累),战痕累累,非凡,775.55,1150.0,27,3,-3.00,-9.08,4226
12937,狂牙手套（★） | 针尖 (久经沙场),久经沙场,非凡,349.5,545.59,111,25,+4.05,-7.63,18833
12938,R8 左轮手枪 | 噩梦之夜 (崭新出厂),崭新出厂,消费级,87.67,94.15,18,5,-0.25,-9.37,1394
12939,AWP | 渐变之色 (略有磨损),略有磨损,隐秘,6999.5,9483.99,11,7,+0.01,-0.01,261
12940,驾驶手套（★） | 绯红列赞 (略有磨损),略有磨损,非凡,1300.0,1717.36,79,15,+25.73,-4.13,5686
12941,USP 消音版（StatTrak™） | 小绿怪 (破损不堪),破损不堪,保密,449.3,290.06,6,1,-0.13,+12.35,814
